TIME,PRESS FILTER [hpa],HEIGHT FILTER [m],PRESS RAW [hpa],HEIGHT RAW [m],ACCEL [m/s2],SPEED [m/s],EVENT,EVENT,VOLT. CHANNEL,VOLTAGE [V]
20.69,92708.02344,422.8791809,92699,423.6863708,-20.2086,-6.946728516,0,PAD,3,8.125334143
20.715,92709.79688,422.7203674,92704,423.2389832,-20.6991,-6.915869141,0,PAD,4,0.493495344
20.74,92711.34375,422.5820618,92699,423.6863708,-20.6991,-6.831445313,0,PAD,5,8.146108668
20.765,92713.26563,422.4102478,92713,422.4340515,-20.2086,-6.841259766,0,PAD,1,8.120966357
20.79,92714.88281,422.2654724,92692,424.3125916,-20.2086,-6.673876953,0,PAD,2,0.493495344
20.815,92716.57031,422.1147766,92713,422.4340515,-20.6991,-6.660302734,0,PAD,3,8.1226666
20.84,92718.49219,421.9424133,92711,422.6128235,-20.2086,-6.615234375,0,PAD,4,0.498830428
20.865,92719.72656,421.8322449,92708,422.8813171,-20.2086,-6.533837891,0,PAD,5,8.152394245
20.89,92720.89844,421.7274475,92703,423.3287048,-19.62,-6.402734375,0,PAD,1,8.146108668
20.915,92722.125,421.6177673,92717,422.0763855,-20.2086,-6.370605469,0,PAD,2,0.493495344
20.94,92723.42969,421.5010681,92708,422.8813171,-20.2086,-6.256445313,0,PAD,3,8.119999058
20.965,92724.36719,421.4173889,92718,421.9867249,-20.2086,-6.208789063,0,PAD,4,0.498830428
20.99,92725.78906,421.2898865,92713,422.4340515,-19.62,-6.1109375,0,PAD,5,8.142965879
21.015,92726.59375,421.2180481,92708,422.8813171,-20.2086,-5.966064453,0,PAD,1,8.130394724
21.04,92727.83594,421.106781,92713,422.4340515,-20.2086,-5.853613281,0,PAD,2,0.504165513
21.065,92729.125,420.9917297,92729,421.0030823,-20.2086,-5.854345703,0,PAD,3,8.128001685
21.09,92730.92188,420.83078,92745,419.5717468,-20.2086,-5.959277344,0,PAD,4,0.501497971
21.115,92734.32813,420.5260925,92745,419.5717468,-20.2086,-6.039941406,0,PAD,5,8.133537512
21.14,92738.39063,420.1631775,92763,417.9624329,-20.2086,-6.233837891,0,PAD,1,8.13982309
21.165,92741.66406,419.8704529,92757,418.4986877,-19.62,-6.351269531,0,PAD,2,0.501497971
21.19,92744.77344,419.5922546,92752,418.9458313,-19.62,-6.404736328,0,PAD,3,8.125334143
21.215,92747.44531,419.3530579,92763,417.9624329,-19.62,-6.520410156,0,PAD,4,0.498830428
21.24,92750.39063,419.0899963,92754,418.7670593,-19.0314,-6.541455078,0,PAD,5,8.155537034
21.265,92753.32031,418.8280945,92759,418.3199158,-18.5409,-6.581933594,0,PAD,1,8.117823568
21.29,92756.16406,418.573761,92749,419.2142639,-18.5409,-6.526464844,0,PAD,2,0.498830428
21.315,92757.51563,418.4527893,92745,419.5717468,-19.0314,-6.427441406,0,PAD,3,8.1226666
21.34,92759.625,418.2643127,92765,417.7837219,-19.0314,-6.470507813,0,PAD,4,0.496162886
21.365,92763.10156,417.9532776,92777,416.7108459,-19.0314,-6.582226563,0,PAD,5,8.142965879
21.39,92766.39063,417.6595154,92777,416.7108459,-19.0314,-6.668945313,0,PAD,1,8.13982309
21.415,92769.77344,417.3565979,92784,416.0850525,-19.62,-6.785058594,0,PAD,2,0.496162886
21.44,92772.96094,417.072052,92782,416.2637634,-19.62,-6.858349609,0,PAD,3,8.125334143
21.465,92775.44531,416.8495789,92779,416.532135,-19.0314,-6.886279297,0,PAD,4,0.498830428
21.49,92778.39844,416.5855408,92784,416.0850525,-19.0314,-6.931103516,0,PAD,5,8.13982309
21.515,92781.5625,416.3026428,92789,415.638031,-19.62,-6.993164063,0,PAD,1,8.133537512
21.54,92784.49219,416.040802,92791,415.4593811,-19.62,-7.046972656,0,PAD,2,0.498830428
21.565,92787.375,415.7832947,92781,416.3534241,-20.2086,-7.003613281,0,PAD,3,8.130669227
21.59,92790.45313,415.5079651,92797,414.92276,-19.62,-7.065673828,0,PAD,4,0.496162886
21.615,92793.4375,415.2412415,92798,414.8337097,-19.62,-7.112646484,0,PAD,5,8.146108668
21.64,92796.35156,414.9810486,92809,413.8501892,-20.2086,-7.220898438,0,PAD,1,8.149251457
21.665,92799.14063,414.7316589,92804,414.2970886,-20.6991,-7.264355469,0,PAD,2,0.496162886
21.69,92801.73438,414.4995422,92800,414.6549988,-20.2086,-7.256005859,0,PAD,3,8.130669227
21.715,92804.35156,414.2657776,92800,414.6549988,-20.2086,-7.229101563,0,PAD,4,0.490827801
21.74,92806.61719,414.063385,92800,414.6549988,-20.2086,-7.186621094,0,PAD,5,8.142965879
21.765,92809.3125,413.8226624,92808,413.9397888,-20.6991,-7.188574219,0,PAD,1,8.127251935
21.79,92811.875,413.5932312,92811,413.6714783,-21.2877,-7.195361328,0,PAD,2,0.498830428
21.815,92813.96875,413.4064636,92808,413.9397888,-20.6991,-7.160644531,0,PAD,3,8.128001685
21.84,92816.35938,413.1927185,92818,413.045929,-20.6991,-7.184667969,0,PAD,4,0.493495344
21.865,92819.08594,412.948761,92815,413.3141785,-20.2086,-7.166845703,0,PAD,5,8.146108668
21.89,92821.77344,412.7085876,92836,411.4376526,-20.2086,-7.289746094,0,PAD,1,8.130394724
21.915,92823.69531,412.5369568,92825,412.4203796,-20.2086,-7.302099609,0,PAD,2,0.490827801
21.94,92825.80469,412.3486023,92817,413.1355286,-20.2086,-7.235009766,0,PAD,3,8.130669227
21.965,92828.38281,412.1181946,92832,411.7948914,-20.6991,-7.26640625,0,PAD,4,0.493495344
21.99,92831.05469,411.8796692,92843,410.8122253,-20.6991,-7.360400391,0,PAD,5,8.13982309
22.015,92832.73438,411.7290955,92818,413.045929,-20.6991,-7.239746094,0,PAD,1,8.136680301
22.04,92834.80469,411.5445251,92817,413.1355286,-20.2086,-7.102294922,0,PAD,2,0.493495344
22.065,92837.22656,411.3280945,92840,411.0798645,-20.2086,-7.130175781,0,PAD,3,8.128001685
22.09,92839.28125,411.1440735,92840,411.0798645,-20.2086,-7.137841797,0,PAD,4,0.496162886
22.115,92841.25781,410.9676208,92840,411.0798645,-20.2086,-7.125537109,0,PAD,5,8.152394245
22.14,92843.6875,410.7507019,92834,411.6163025,-19.62,-7.051611328,0,PAD,1,8.142965879
22.165,92845.9375,410.549408,92847,410.4544373,-19.62,-7.062207031,0,PAD,2,0.496162886
22.19,92847.70313,410.3918762,92841,410.9908142,-19.62,-7.008544922,0,PAD,3,8.1226666
22.215,92849.55469,410.2262268,92843,410.8122253,-19.62,-6.956201172,0,PAD,4,0.490827801
22.24,92851.09375,410.0891418,92838,411.2590637,-19.62,-6.852001953,0,PAD,5,8.158679823
22.265,92852.96094,409.9219055,92854,409.829071,-19.0314,-6.857910156,0,PAD,1,8.105252413
22.29,92855.35156,409.7087708,92859,409.3823547,-19.62,-6.883642578,0,PAD,2,0.496162886
22.315,92857.625,409.5053406,92854,409.829071,-19.62,-6.851123047,0,PAD,3,8.103993803
22.34,92859.40625,409.3462219,92843,410.8122253,-19.62,-6.720605469,0,PAD,4,0.493495344
22.365,92860.51563,409.2469177,92838,411.2590637,-20.2086,-6.544384766,0,PAD,5,8.146108668
22.39,92861.79688,409.1325378,92865,408.8465881,-20.2086,-6.567529297,0,PAD,1,8.130394724
22.415,92863.21875,409.0057678,92854,409.829071,-20.2086,-6.488378906,0,PAD,2,0.490827801
22.44,92864.875,408.8579407,92859,409.3823547,-20.2086,-6.436035156,0,PAD,3,8.119999058
22.465,92866.65625,408.698761,92865,408.8465881,-20.6991,-6.415234375,0,PAD,4,0.498830428
22.49,92869.95313,408.4042053,92886,406.9709167,-20.2086,-6.536767578,0,PAD,5,8.142965879
22.515,92873.14063,408.1193542,92880,407.5065613,-20.6991,-6.587158203,0,PAD,1,8.133537512
22.54,92875.22656,407.9332581,92875,407.9532166,-20.6991,-6.577539063,0,PAD,2,0.501497971
22.565,92878.45313,407.6446228,92886,406.9709167,-21.2877,-6.634814453,0,PAD,3,8.1226666
22.59,92880.92969,407.4234924,92886,406.9709167,-21.2877,-6.669628906,0,PAD,4,0.493495344
22.615,92884.15625,407.1354065,92891,406.5242615,-20.6991,-6.721728516,0,PAD,5,8.130394724
22.64,92886.82813,406.8970032,92896,406.0776672,-20.6991,-6.790625,0,PAD,1,8.105252413
22.665,92889.51563,406.6569519,92900,405.7206116,-21.2877,-6.865576172,0,PAD,2,0.490827801
22.69,92891.69531,406.4622498,92886,406.9709167,-21.2877,-6.811914063,0,PAD,3,8.125334143
22.715,92894.19531,406.2389221,92894,406.2561951,-21.2877,-6.804882813,0,PAD,4,0.490827801
22.74,92896.89063,405.9983826,92905,405.2740173,-21.2877,-6.863427734,0,PAD,5,8.146108668
22.765,92899.88281,405.7308655,92910,404.8274841,-21.2877,-6.9375,0,PAD,1,8.117823568
22.79,92902.19531,405.5242615,92905,405.2740173,-21.2877,-6.949462891,0,PAD,2,0.493495344
22.815,92904.64844,405.3053284,92910,404.8274841,-20.6991,-6.980761719,0,PAD,3,8.119999058
22.84,92907.07813,405.0885315,92905,405.2740173,-20.2086,-6.953466797,0,PAD,4,0.496162886
22.865,92909.21094,404.8981628,92905,405.2740173,-20.2086,-6.910595703,0,PAD,5,8.149251457
22.89,92911.96094,404.6521912,92910,404.8274841,-20.2086,-6.890185547,0,PAD,1,8.117823568
22.915,92914.6875,404.4090271,92921,403.8454895,-20.2086,-6.936181641,0,PAD,2,0.501497971
22.94,92916.89063,404.2121887,92910,404.8274841,-20.2086,-6.878222656,0,PAD,3,8.1226666
22.965,92919.39844,403.9883728,92926,403.3989563,-20.2086,-6.926416016,0,PAD,4,0.493495344
22.99,92921.94531,403.7608337,92916,404.2914124,-20.2086,-6.877929688,0,PAD,5,8.149251457
23.015,92923.98438,403.5785217,92921,403.8454895,-19.62,-6.852783203,0,PAD,1,8.136680301
23.04,92926.63281,403.3423767,92924,403.5774841,-19.62,-6.834082031,0,PAD,2,0.493495344
23.065,92928.77344,403.1509705,92921,403.8454895,-19.62,-6.7765625,0,PAD,3,8.128001685
23.09,92930.75,402.9746399,92921,403.8454895,-19.62,-6.704833984,0,PAD,4,0.490827801
23.115,92933.11719,402.7632751,92931,402.9525452,-19.62,-6.696875,0,PAD,5,8.146108668
23.14,92935.09375,402.5869446,92935,402.5955505,-20.2086,-6.701513672,0,PAD,1,8.133537512
23.165,92936.95313,402.4208679,92935,402.5955505,-19.62,-6.688427734,0,PAD,2,0.498830428
23.19,92938.95313,402.2424011,92940,402.1491394,-19.62,-6.696533203,0,PAD,3,8.125334143
23.215,92940.85156,402.0730896,92935,402.5955505,-19.0314,-6.648046875,0,PAD,4,0.498830428
23.24,92942.92188,401.8882141,92937,402.4165344,-19.0314,-6.600878906,0,PAD,5,8.146108668
23.265,92944.78125,401.7221375,92937,402.4165344,-19.62,-6.539941406,0,PAD,1,8.13982309
23.29,92946.53906,401.5652161,92945,401.7027283,-19.62,-6.525537109,0,PAD,2,0.498830428
23.315,92948.30469,401.4078064,92940,402.1491394,-19.62,-6.458154297,0,PAD,3,8.119999058
23.34,92950.71094,401.1927185,92947,401.5242615,-19.62,-6.43125,0,PAD,4,0.496162886
23.365,92952.89063,400.9980774,92945,401.7027283,-19.62,-6.373779297,0,PAD,5,8.142965879
23.39,92955.07031,400.8034973,92956,400.7204895,-19.62,-6.385742188,0,PAD,1,8.130394724
23.415,92957.42969,400.5932312,92972,399.292511,-19.62,-6.501171875,0,PAD,2,0.504165513
23.44,92960.0625,400.3581848,92961,400.2741394,-19.62,-6.507080078,0,PAD,3,8.1226666
23.465,92962.35156,400.1539001,92961,400.2741394,-19.62,-6.4953125,0,PAD,4,0.498830428
23.49,92964.85938,399.929657,92956,400.7204895,-19.62,-6.4296875,0,PAD,5,8.152394245
23.515,92967.26563,399.7151184,92970,399.4709778,-19.62,-6.457128906,0,PAD,1,8.114680779
23.54,92969.39063,399.5253601,92967,399.7388611,-19.62,-6.442333984,0,PAD,2,0.493495344
23.565,92972.48438,399.2494202,92975,399.0246277,-19.62,-6.471533203,0,PAD,3,8.1226666
23.59,92975.0625,399.0192566,92970,399.4709778,-19.62,-6.443798828,0,PAD,4,0.496162886
23.615,92977.98438,398.7583923,92981,398.4894714,-20.2086,-6.483349609,0,PAD,5,8.142965879
23.64,92980.61719,398.523407,92981,398.4894714,-20.2086,-6.502587891,0,PAD,1,8.124109146
23.665,92982.90625,398.3191223,92986,398.0431824,-20.2086,-6.541308594,0,PAD,2,0.490827801
23.69,92984.72656,398.1568909,92986,398.0431824,-20.2086,-6.558837891,0,PAD,3,8.125334143
23.715,92986.5625,397.9930725,92979,398.6678162,-19.62,-6.504785156,0,PAD,4,0.498830428
23.74,92988.72656,397.8001404,92989,397.7753601,-19.62,-6.513330078,0,PAD,5,8.142965879
23.765,92991.1875,397.5802307,92995,397.2402039,-19.62,-6.549414063,0,PAD,1,8.133537512
23.79,92993.72656,397.3539124,92989,397.7753601,-19.62,-6.519970703,0,PAD,2,0.496162886
23.815,92996.35938,397.118927,92989,397.7753601,-19.62,-6.474951172,0,PAD,3,8.114663973
23.84,92998.47656,396.9297791,92989,397.7753601,-19.62,-6.416601563,0,PAD,4,0.498830428
23.865,93000.8125,396.7212219,92998,396.9723816,-20.2086,-6.412158203,0,PAD,5,8.142965879
23.89,93003.24219,396.5046082,92998,396.9723816,-20.2086,-6.392236328,0,PAD,1,8.130394724
23.915,93005.59375,396.2950134,92998,396.9723816,-20.2086,-6.355908203,0,PAD,2,0.496162886
23.94,93008.10938,396.070282,93014,395.5449524,-20.2086,-6.426025391,0,PAD,3,8.1226666
23.965,93010.40625,395.8655701,93009,395.9911194,-19.62,-6.435839844,0,PAD,4,0.493495344
23.99,93013.15625,395.6203918,93019,395.0988464,-20.2086,-6.502929688,0,PAD,5,8.124109146
24.015,93015.52344,395.4091492,93023,394.742157,-20.2086,-6.577783203,0,PAD,1,8.127251935
24.04,93017.75781,395.2098083,93023,394.742157,-20.2086,-6.629443359,0,PAD,2,0.496162886
24.065,93020.46875,394.967926,93023,394.742157,-20.2086,-6.660302734,0,PAD,3,8.125334143
24.09,93023.03125,394.7389221,93028,394.296051,-20.2086,-6.708007813,0,PAD,4,0.501497971
24.115,93025.40625,394.5271912,93026,394.4743958,-19.62,-6.719970703,0,PAD,5,8.146108668
24.14,93028.08594,394.2879944,93023,394.742157,-19.62,-6.690527344,0,PAD,1,8.127251935
24.165,93031.23438,394.0072937,93037,393.4933777,-19.62,-6.751611328,0,PAD,2,0.498830428
24.19,93033.9375,393.76651,93037,393.4933777,-19.62,-6.78984375,0,PAD,3,8.119999058
24.215,93035.74219,393.6054382,93026,394.4743958,-19.0314,-6.724169922,0,PAD,4,0.490827801
24.24,93038.22656,393.3834534,93042,393.0473328,-19.0314,-6.766699219,0,PAD,5,8.146108668
24.265,93039.9375,393.2310486,93040,393.2256165,-19.0314,-6.773486328,0,PAD,1,8.117823568
24.29,93042.26563,393.0236511,93040,393.2256165,-18.5409,-6.761669922,0,PAD,2,0.498830428
24.315,93044.14844,392.8555603,93045,392.7796326,-19.0314,-6.770166016,0,PAD,3,8.117331515
24.34,93046.30469,392.6632385,93049,392.4230042,-19.0314,-6.790722656,0,PAD,4,0.493495344
24.365,93047.75781,392.5334167,93040,393.2256165,-19.0314,-6.724169922,0,PAD,5,8.142965879
24.39,93049.40625,392.3863831,93035,393.6716614,-19.0314,-6.607275391,0,PAD,1,8.127251935
24.415,93051.54688,392.1957092,93061,391.3528137,-19.62,-6.676953125,0,PAD,2,0.506833056
24.44,93053.27344,392.0416565,93044,392.8684998,-19.62,-6.596679688,0,PAD,3,8.119999058
24.465,93055.07813,391.8806458,93059,391.5310364,-19.62,-6.617675781,0,PAD,4,0.490827801
24.49,93057.26563,391.6856384,93059,391.5310364,-19.62,-6.619628906,0,PAD,5,8.133537512
24.515,93059.45313,391.4906921,93054,391.9770203,-19.62,-6.566064453,0,PAD,1,8.114680779
24.54,93061.34375,391.322113,93049,392.4230042,-19.62,-6.462109375,0,PAD,2,0.501497971
24.565,93063.38281,391.1400452,93065,390.995697,-19.62,-6.468847656,0,PAD,3,8.125334143
24.59,93065.17969,390.980072,93065,390.995697,-19.62,-6.457519531,0,PAD,4,0.496162886
24.615,93067.45313,390.7770691,93063,391.1739807,-19.62,-6.415185547,0,PAD,5,8.142965879
24.64,93069.35938,390.6073914,93065,390.995697,-19.62,-6.374121094,0,PAD,1,8.124109146
24.665,93071.5625,390.4108582,93065,390.995697,-19.62,-6.318847656,0,PAD,2,0.504165513
24.69,93073.60156,390.2287903,93070,390.5497742,-19.62,-6.288964844,0,PAD,3,8.125334143
24.715,93075.41406,390.0672302,93073,390.2826843,-19.0314,-6.266455078,0,PAD,4,0.501497971
24.74,93077,389.9256287,93073,390.2826843,-19.0314,-6.228857422,0,PAD,5,8.146108668
24.765,93079.375,389.7139587,93084,389.3014832,-19.62,-6.259765625,0,PAD,1,8.111537991
24.79,93081.35156,389.5378723,93073,390.2826843,-19.62,-6.188964844,0,PAD,2,0.493495344
24.815,93082.78125,389.4102478,93065,390.995697,-19.62,-6.047119141,0,PAD,3,8.125334143
24.84,93084.30469,389.2745667,93084,389.3014832,-19.62,-6.041796875,0,PAD,4,0.493495344
24.865,93085.875,389.134552,93084,389.3014832,-19.62,-6.020605469,0,PAD,5,8.142965879
24.89,93087.86719,388.9568787,93089,388.8556213,-19.62,-6.022167969,0,PAD,1,8.142965879
24.915,93089.75781,388.7883606,93084,389.3014832,-19.62,-5.96953125,0,PAD,2,0.496162886
24.94,93091.75781,388.6101379,93089,388.8556213,-19.0314,-5.941845703,0,PAD,3,8.119999058
24.965,93093.86719,388.4222107,93081,389.5691223,-19.62,-5.840527344,0,PAD,4,0.496162886
24.99,93095.63281,388.2644348,93095,388.3209534,-19.0314,-5.836083984,0,PAD,5,8.149251457
25.015,93098.01563,388.0522766,93095,388.3209534,-18.5409,-5.815722656,0,PAD,1,8.124109146
25.04,93099.82031,387.8913269,93100,387.8751526,-19.0314,-5.818603516,0,PAD,2,0.496162886
25.065,93102.21094,387.6780701,93100,387.8751526,-19.0314,-5.805126953,0,PAD,3,8.1226666
25.09,93104.44531,387.4789124,93110,386.9836121,-19.0314,-5.851611328,0,PAD,4,0.490827801
25.115,93106.0625,387.3346252,93100,387.8751526,-19.0314,-5.803662109,0,PAD,5,8.136680301
25.14,93108.21094,387.1434631,93107,387.2511292,-19.0314,-5.795800781,0,PAD,1,8.124109146
25.165,93110.00781,386.9830627,93105,387.4293518,-19.0314,-5.757763672,0,PAD,2,0.498830428
25.19,93111.73438,386.829071,93105,387.4293518,-19.0314,-5.706884766,0,PAD,3,8.1226666
25.215,93113.48438,386.6729431,93105,387.4293518,-18.5409,-5.643847656,0,PAD,4,0.493495344
25.24,93115.55469,386.4888611,93116,386.4490051,-18.5409,-5.652832031,0,PAD,5,8.146108668
25.265,93117.1875,386.3429871,93119,386.181488,-18.5409,-5.666943359,0,PAD,1,8.124109146
25.29,93119.39844,386.1459045,93124,385.7357483,-19.0314,-5.702539063,0,PAD,2,0.490827801
25.315,93121.34375,385.9726257,93116,386.4490051,-19.0314,-5.659814453,0,PAD,3,8.119999058
25.34,93123.125,385.8138123,93126,385.5575867,-19.0314,-5.679541016,0,PAD,4,0.490827801
25.365,93125.35156,385.6151428,93132,385.0230408,-19.0314,-5.726806641,0,PAD,5,8.142965879
25.39,93127.3125,385.4407654,93132,385.0230408,-19.62,-5.755126953,0,PAD,1,8.133537512
25.415,93129.53125,385.2427063,93135,384.7555237,-19.0314,-5.787695313,0,PAD,2,0.498830428
25.44,93131.07031,385.1059265,93135,384.7555237,-19.62,-5.802246094,0,PAD,3,8.128001685
25.465,93133.22656,384.9132385,93130,385.2012024,-19.62,-5.762109375,0,PAD,4,0.488160259
25.49,93135.19531,384.7383118,93124,385.7357483,-19.62,-5.663818359,0,PAD,5,8.142965879
25.515,93137.5625,384.5273132,93146,383.7749329,-19.62,-5.723144531,0,PAD,1,8.124109146
25.54,93139.53906,384.3507996,93140,384.309906,-19.62,-5.716552734,0,PAD,2,0.498830428
25.565,93141.88281,384.1419983,93149,383.5079651,-19.62,-5.762988281,0,PAD,3,8.119999058
25.59,93144.07813,383.9466248,93154,383.0623474,-19.62,-5.827490234,0,PAD,4,0.498830428
25.615,93145.60938,383.809906,93144,383.9535828,-19.0314,-5.795898438,0,PAD,5,8.136680301
25.64,93147.6875,383.6247864,93144,383.9535828,-19.0314,-5.751464844,0,PAD,1,8.133537512
25.665,93150.10156,383.4095154,93160,382.5274353,-19.0314,-5.814257813,0,PAD,2,0.496162886
25.69,93151.78906,383.2593689,93149,383.5079651,-19.0314,-5.774511719,0,PAD,3,8.125334143
25.715,93154.20313,383.0440979,93149,383.5079651,-19.62,-5.721435547,0,PAD,4,0.496162886
25.74,93156.5,382.8395691,93170,381.6368713,-19.0314,-5.814746094,0,PAD,5,8.146108668
25.765,93158.78125,382.6361389,93160,382.5274353,-19.0314,-5.809912109,0,PAD,1,8.117823568
25.79,93160.59375,382.4747009,93154,383.0623474,-19.0314,-5.744384766,0,PAD,2,0.490827801
25.815,93162.78125,382.2799377,93165,382.082428,-19.0314,-5.751171875,0,PAD,3,8.119999058
25.84,93164.22656,382.1513367,93149,383.5079651,-18.5409,-5.621044922,0,PAD,4,0.496162886
25.865,93165.73438,382.0168152,93174,381.2801819,-19.0314,-5.674316406,0,PAD,5,8.136680301
25.89,93167.5625,381.8537292,93168,381.815033,-19.0314,-5.66171875,0,PAD,1,8.130394724
25.915,93168.52344,381.768219,93154,383.0623474,-19.0314,-5.529492188,0,PAD,2,0.493495344
25.94,93170.3125,381.6089172,93174,381.2801819,-19.0314,-5.542285156,0,PAD,3,8.125334143
25.965,93171.67188,381.4878845,93174,381.2801819,-19.0314,-5.538720703,0,PAD,4,0.490827801
25.99,93173.32031,381.3409729,93179,380.8346252,-18.5409,-5.557617188,0,PAD,5,8.13982309
26.015,93174.90625,381.1994324,93168,381.815033,-18.5409,-5.477392578,0,PAD,1,8.117823568
26.04,93176.77344,381.0331726,93190,379.85495,-18.5409,-5.553076172,0,PAD,2,0.493495344
26.065,93178.47656,380.8814392,93179,380.8346252,-19.0314,-5.525,0,PAD,3,8.1226666
26.09,93180.11719,380.7351379,93165,382.082428,-19.0314,-5.378955078,0,PAD,4,0.496162886
26.115,93182.35156,380.5360413,93184,380.389679,-19.0314,-5.371972656,0,PAD,5,8.149251457
26.14,93184.67188,380.3294373,93190,379.85495,-19.0314,-5.395166016,0,PAD,1,8.111537991
26.165,93186.63281,380.1551208,93186,380.2110901,-19.0314,-5.372216797,0,PAD,2,0.498830428
26.19,93188.14844,380.0201111,93197,379.2314148,-19.0314,-5.418212891,0,PAD,3,8.1226666
26.215,93189.85156,379.8683777,93190,379.85495,-19.0314,-5.393603516,0,PAD,4,0.498830428
26.24,93191.78906,379.6957092,93195,379.4095154,-19.0314,-5.393505859,0,PAD,5,8.13982309
26.265,93193.46094,379.5466614,93197,379.2314148,-18.5409,-5.393359375,0,PAD,1,8.130394724
26.29,93195.60156,379.3562317,93197,379.2314148,-18.5409,-5.378662109,0,PAD,2,0.496162886
26.315,93197.84375,379.1560974,93202,378.7859802,-18.5409,-5.387207031,0,PAD,3,8.117331515
26.34,93199.54688,379.004425,93202,378.7859802,-19.0314,-5.381054688,0,PAD,4,0.498830428
26.365,93201.46094,378.8338928,93211,377.9845276,-19.0314,-5.427441406,0,PAD,5,8.136680301
26.39,93203.39844,378.6617737,93205,378.5186462,-19.0314,-5.411035156,0,PAD,1,8.120966357
26.415,93205.29688,378.4922791,93202,378.7859802,-19.0314,-5.357568359,0,PAD,2,0.493495344
26.44,93207.49219,378.2970276,93211,377.9845276,-19.0314,-5.361328125,0,PAD,3,8.119999058
26.465,93209.60156,378.1087952,93218,377.3611145,-19.0314,-5.402539063,0,PAD,4,0.496162886
26.49,93211.67188,377.9248352,93221,377.0938416,-18.5409,-5.448486328,0,PAD,5,8.142965879
26.515,93214.25,377.6951599,93232,376.1144714,-19.0314,-5.558154297,0,PAD,1,8.117823568
26.54,93215.86719,377.5509949,93213,377.806488,-19.0314,-5.502099609,0,PAD,2,0.493495344
26.565,93218.07813,377.3541565,93218,377.3611145,-19.0314,-5.473193359,0,PAD,3,8.1226666
26.59,93220.38281,377.1486511,93218,377.3611145,-19.0314,-5.430908203,0,PAD,4,0.498830428
26.615,93222.375,376.9711609,93216,377.5391541,-19.0314,-5.362402344,0,PAD,5,8.124109146
26.64,93224.32031,376.7980042,93223,376.915802,-19.0314,-5.336035156,0,PAD,1,8.117823568
26.665,93225.83594,376.6629944,93213,377.806488,-19.0314,-5.222802734,0,PAD,2,0.501497971
26.69,93227.82813,376.4860535,93228,376.4704895,-19.0314,-5.215820313,0,PAD,3,8.119999058
26.715,93229.75,376.3144836,93234,375.9364319,-19.0314,-5.240234375,0,PAD,4,0.498830428
26.74,93231.52344,376.1569519,93223,376.915802,-19.0314,-5.165722656,0,PAD,5,8.136680301
26.765,93233.29688,375.9988098,93234,375.9364319,-19.0314,-5.164746094,0,PAD,1,8.136680301
26.79,93234.86719,375.8589783,93234,375.9364319,-19.0314,-5.149658203,0,PAD,2,0.490827801
26.815,93236.71875,375.6939392,93237,375.6691589,-19.0314,-5.144384766,0,PAD,3,8.128001685
26.84,93238.84375,375.5051575,93242,375.2239075,-19.62,-5.162402344,0,PAD,4,0.506833056
26.865,93241.22656,375.2927551,93250,374.5114441,-19.62,-5.224658203,0,PAD,5,8.142965879
26.89,93243.53125,375.0873108,93248,374.6899719,-19.62,-5.253857422,0,PAD,1,8.127251935
26.915,93245.75781,374.8894348,93248,374.6899719,-19.62,-5.265380859,0,PAD,2,0.488160259
26.94,93248.02344,374.6877747,93253,374.2447205,-19.62,-5.299658203,0,PAD,3,8.1226666
26.965,93250.17969,374.4958191,93253,374.2447205,-19.62,-5.31640625,0,PAD,4,0.496162886
26.99,93252.57031,374.2829285,93258,373.79953,-19.62,-5.355419922,0,PAD,5,8.136680301
27.015,93255.01563,374.065155,93253,374.2447205,-19.0314,-5.338574219,0,PAD,1,8.124109146
27.04,93257.24219,373.8667297,93264,373.2651062,-18.5409,-5.39140625,0,PAD,2,0.496162886
27.065,93259.375,373.6769104,93264,373.2651062,-18.5409,-5.425732422,0,PAD,3,8.117331515
27.09,93261.89063,373.4532776,93269,372.8199158,-19.0314,-5.480224609,0,PAD,4,0.493495344
27.115,93263.64844,373.2962952,93269,372.8199158,-19.0314,-5.515429688,0,PAD,5,8.133537512
27.14,93265.77344,373.1075745,93269,372.8199158,-18.5409,-5.533398438,0,PAD,1,8.130394724
27.165,93267.95313,372.9134827,93274,372.3747864,-18.5409,-5.572460938,0,PAD,2,0.490827801
27.19,93270.24219,372.7097473,93278,372.0188904,-18.5409,-5.623974609,0,PAD,3,8.117331515
27.215,93271.71094,372.5785217,93267,372.9984436,-18.5409,-5.573535156,0,PAD,4,0.501497971
27.24,93273.38281,372.4301453,93272,372.5532532,-18.5409,-5.549804688,0,PAD,5,8.155537034
27.265,93275.375,372.2527771,93272,372.5532532,-19.0314,-5.513134766,0,PAD,1,8.13982309
27.29,93276.8125,372.1248474,93278,372.0188904,-18.5409,-5.508740234,0,PAD,2,0.504165513
27.315,93278.34375,371.9882507,93272,372.5532532,-18.5409,-5.445410156,0,PAD,3,8.117331515
27.34,93279.85938,371.853363,93283,371.573822,-18.5409,-5.45390625,0,PAD,4,0.501497971
27.365,93280.85938,371.7646179,93278,372.0188904,-18.5409,-5.410400391,0,PAD,5,8.155537034
27.39,93282.66406,371.6039124,93288,371.1287537,-18.5409,-5.430517578,0,PAD,1,8.136680301
27.415,93284.42188,371.4474792,93288,371.1287537,-19.0314,-5.434326172,0,PAD,2,0.496162886
