TIME,PRESS FILTER [hpa],HEIGHT FILTER [m],PRESS RAW [hpa],HEIGHT RAW [m],ACCEL [m/s2],SPEED [m/s],EVENT,EVENT,VOLT. CHANNEL,VOLTAGE [V]
0.005,97519.35156,1.25793457,97517,1.459655762,1.6677,0,0,PAD,5,8.152394245
0.01,97519.29688,1.26260376,97516,1.54574585,1.6677,0,0,PAD,1,8.152394245
0.015,97519.35938,1.256896973,97523,0.944213867,1.6677,0,0,PAD,2,8.037305244
0.02,97519.42188,1.251708984,97523,0.944213867,1.6677,0,0,PAD,3,8.136004312
0.025,97519.64844,1.231994629,97532,0.171600342,1.6677,0,0,PAD,4,8.029302616
0.03,97519.71094,1.226806641,97523,0.944213867,1.6677,0,0,PAD,5,8.155537034
0.035,97519.66406,1.230957031,97517,1.459655762,1.6677,0,0,PAD,1,8.152394245
0.04,97519.8125,1.218017578,97528,0.515380859,1.6677,0,0,PAD,2,8.037305244
0.045,97519.76563,1.222137451,97517,1.459655762,1.6677,0,0,PAD,3,8.136004312
0.05,97519.625,1.234069824,97512,1.889038086,1.6677,0,0,PAD,4,8.029302616
0.055,97519.77344,1.221618652,97528,0.515380859,1.6677,0,0,PAD,5,8.155537034
0.06,97519.72656,1.225769043,97517,1.459655762,1.6677,0,0,PAD,1,8.152394245
0.065,97519.78125,1.220581055,97523,0.944213867,1.6677,0,0,PAD,2,8.045307871
0.07,97519.83594,1.215942383,97523,0.944213867,1.6677,0,0,PAD,3,8.138671855
0.075,97519.78906,1.220062256,97517,1.459655762,1.6677,0,0,PAD,4,8.034637701
0.08,97519.84375,1.215423584,97523,0.944213867,1.6677,0,0,PAD,5,8.155537034
0.085,97519.79688,1.219543457,97517,1.459655762,1.6677,0,0,PAD,1,8.152394245
0.09,97519.65625,1.23147583,97512,1.889038086,1.6677,0,0,PAD,2,8.045307871
0.095,97519.51563,1.243408203,97512,1.889038086,1.6677,0,0,PAD,3,8.138671855
0.1,97519.57031,1.238739014,97523,0.944213867,1.6677,0,0,PAD,4,8.034637701
0.105,97519.53125,1.242370605,97517,1.459655762,2.1582,0,0,PAD,5,8.149251457
0.11,97519.46875,1.247558594,97516,1.54574585,1.6677,0,0,PAD,1,8.149251457
0.115,97519.42969,1.251190186,97517,1.459655762,1.6677,0,0,PAD,2,8.034637701
0.12,97519.36719,1.256378174,97516,1.54574585,1.6677,0,0,PAD,3,8.141339397
0.125,97519.23438,1.267791748,97512,1.889038086,1.6677,0,0,PAD,4,8.023967532
0.13,97519.19531,1.270904541,97517,1.459655762,1.6677,0,0,PAD,5,8.149251457
0.135,97519.03125,1.285430908,97510,2.060699463,1.6677,0,0,PAD,1,8.149251457
0.14,97519.05469,1.283355713,97521,1.116363525,2.1582,0,0,PAD,2,8.034637701
0.145,97519.20313,1.270385742,97528,0.515380859,1.6677,0,0,PAD,3,8.141339397
0.15,97519.27344,1.264678955,97523,0.944213867,1.6677,0,0,PAD,4,8.023967532
0.155,97519.30469,1.261566162,97521,1.116363525,1.6677,0,0,PAD,5,8.164965401
0.16,97519.26563,1.265197754,97517,1.459655762,1.6677,0,0,PAD,1,8.13982309
0.165,97519.42188,1.251708984,97528,0.515380859,1.6677,0,0,PAD,2,8.029302616
0.17,97519.29688,1.26260376,97512,1.889038086,1.6677,0,0,PAD,3,8.136004312
0.175,97519.25781,1.265716553,97517,1.459655762,1.6677,0,0,PAD,4,8.023967532
0.18,97519.125,1.277130127,97512,1.889038086,1.6677,0,0,PAD,5,8.164965401
0.185,97519,1.287994385,97512,1.889038086,1.6677,0,0,PAD,1,8.13982309
0.19,97519.11719,1.277648926,97526,0.687011719,1.6677,0,0,PAD,2,8.029302616
0.195,97519.08594,1.280761719,97517,1.459655762,1.6677,0,0,PAD,3,8.136004312
0.2,97519.04688,1.283874512,97517,1.459655762,1.6677,0,0,PAD,4,8.026635074
0.205,97519.10938,1.278686523,97523,0.944213867,1.6677,0,0,PAD,5,8.158679823
0.21,97519.07813,1.281280518,97517,1.459655762,1.6677,0,0,PAD,1,8.152394245
0.215,97518.94531,1.292663574,97512,1.889038086,1.6677,0,0,PAD,2,8.026635074
0.22,97518.96875,1.290588379,97521,1.116363525,1.6677,0,0,PAD,3,8.136004312
0.225,97519.125,1.277130127,97528,0.515380859,1.6677,0,0,PAD,4,8.026635074
0.23,97519.19531,1.270904541,97523,0.944213867,1.6677,0,0,PAD,5,8.158679823
0.235,97519.26563,1.265197754,97523,0.944213867,1.6677,0,0,PAD,1,8.152394245
0.24,97519.14063,1.276092529,97512,1.889038086,1.6677,0,0,PAD,2,8.026635074
0.245,97519.10156,1.279205322,97517,1.459655762,1.6677,0,0,PAD,3,8.136004312
0.25,97519.13281,1.276611328,97521,1.116363525,1.6677,0,0,PAD,4,8.031970159
0.255,97519.00781,1.287475586,97512,1.889038086,1.6677,0,0,PAD,5,8.149251457
0.26,97518.875,1.29888916,97512,1.889038086,1.6677,0,0,PAD,1,8.149251457
0.265,97518.74219,1.310302734,97512,1.889038086,1.6677,0,0,PAD,2,8.045307871
0.27,97518.80469,1.304595947,97523,0.944213867,1.6677,0,0,PAD,3,8.136004312
0.275,97518.86719,1.299407959,97523,0.944213867,1.6677,0,0,PAD,4,8.031970159
0.28,97518.92969,1.293701172,97523,0.944213867,1.6677,0,0,PAD,5,8.149251457
0.285,97519.08594,1.280761719,97528,0.515380859,1.6677,0,0,PAD,1,8.149251457
0.29,97519.03906,1.284393311,97516,1.54574585,1.6677,0,0,PAD,2,8.045307871
0.295,97519,1.287994385,97517,1.459655762,1.6677,0,0,PAD,3,8.138671855
0.3,97518.77344,1.307189941,97507,2.318450928,1.6677,0,0,PAD,4,8.023967532
0.305,97518.71875,1.311859131,97516,1.54574585,1.6677,0,0,PAD,5,8.158679823
0.31,97518.67969,1.315490723,97517,1.459655762,1.6677,0,0,PAD,1,8.199536078
0.315,97518.83594,1.302001953,97528,0.515380859,1.6677,0,0,PAD,2,8.045307871
0.32,97518.80469,1.304595947,97517,1.459655762,1.6677,0,0,PAD,3,8.138671855
0.325,97518.76563,1.308227539,97517,1.459655762,1.6677,0,0,PAD,4,8.023967532
0.33,97518.64063,1.318603516,97512,1.889038086,1.6677,0,0,PAD,5,8.158679823
0.335,97518.60156,1.322235107,97517,1.459655762,1.6677,0,0,PAD,1,8.199536078
0.34,97518.83594,1.302001953,97532,0.171600342,1.6677,0,0,PAD,2,8.082653464
0.345,97518.90625,1.295776367,97523,0.944213867,1.6677,0,0,PAD,3,8.176017448
0.35,97518.86719,1.299407959,97517,1.459655762,1.6677,0,0,PAD,4,8.06664821
0.355,97518.64844,1.318084717,97507,2.318450928,1.6677,0,0,PAD,5,8.1932505
0.36,97518.51563,1.329498291,97512,1.889038086,1.6677,0,0,PAD,1,8.199536078
0.365,97518.64063,1.318603516,97526,0.687011719,1.6677,0,0,PAD,2,8.082653464
0.37,97518.71094,1.312896729,97523,0.944213867,1.6677,0,0,PAD,3,8.176017448
0.375,97518.78125,1.306671143,97523,0.944213867,2.1582,0,0,PAD,4,8.06664821
0.38,97518.85156,1.300445557,97523,0.944213867,1.6677,0,0,PAD,5,8.1932505
0.385,97519.07813,1.281280518,97532,0.171600342,1.6677,0,0,PAD,1,8.202678867
0.39,97519.14844,1.275054932,97523,0.944213867,1.6677,0,0,PAD,2,8.029302616
0.395,97519.21875,1.269348145,97523,0.944213867,1.6677,0,0,PAD,3,8.146674482
0.4,97519.17969,1.272460938,97517,1.459655762,1.6677,0,0,PAD,4,8.026635074
0.405,97519.14063,1.276092529,97517,1.459655762,1.6677,0,0,PAD,5,8.158679823
0.41,97519.10156,1.279205322,97517,1.459655762,1.6677,0,0,PAD,1,8.202678867
0.415,97519.17188,1.272979736,97523,0.944213867,1.6677,0,0,PAD,2,8.029302616
0.42,97519.32813,1.259490967,97528,0.515380859,1.6677,0,0,PAD,3,8.146674482
0.425,97519.39063,1.254302979,97523,0.944213867,1.6677,0,0,PAD,4,8.026635074
0.43,97519.25781,1.265716553,97512,1.889038086,1.6677,0,0,PAD,5,8.158679823
0.435,97519.21875,1.269348145,97517,1.459655762,2.1582,0,0,PAD,1,8.212107233
0.44,97519.28125,1.263641357,97523,0.944213867,1.6677,0,0,PAD,2,8.090656091
0.445,97519.24219,1.267272949,97517,1.459655762,1.6677,0,0,PAD,3,8.181352533
0.45,97519.10938,1.278686523,97512,1.889038086,1.6677,0,0,PAD,4,8.063980668
0.455,97518.98438,1.289031982,97512,1.889038086,1.6677,0,0,PAD,5,8.158679823
0.46,97518.75781,1.308746338,97507,2.318450928,1.6677,0,0,PAD,1,8.212107233
0.465,97518.625,1.320159912,97512,1.889038086,2.1582,0,0,PAD,2,8.090656091
0.47,97518.6875,1.314971924,97523,0.944213867,1.6677,0,0,PAD,3,8.181352533
0.475,97518.35938,1.342987061,97501,2.833465576,2.1582,0,0,PAD,4,8.063980668
0.48,97518.42969,1.336761475,97523,0.944213867,1.6677,0,0,PAD,5,8.205821656
0.485,97518.39844,1.339355469,97517,1.459655762,1.6677,0,0,PAD,1,8.16810819
0.49,97518.28125,1.349731445,97512,1.889038086,1.6677,0,0,PAD,2,8.034637701
0.495,97518.35156,1.343505859,97523,0.944213867,1.6677,0,0,PAD,3,8.144006939
0.5,97518.42969,1.336761475,97523,0.944213867,1.6677,0,0,PAD,4,8.039972786
0.505,97518.5,1.331054688,97523,0.944213867,2.1582,0,0,PAD,5,8.205821656
0.51,97518.38281,1.340911865,97512,1.889038086,1.6677,0,0,PAD,1,8.16810819
0.515,97518.45313,1.334686279,97523,0.944213867,1.6677,0,0,PAD,2,8.034637701
0.52,97518.42188,1.337799072,97517,1.459655762,1.6677,0,0,PAD,3,8.144006939
0.525,97518.21094,1.355407715,97507,2.318450928,1.6677,0,0,PAD,4,8.039972786
0.53,97518.17969,1.358520508,97517,1.459655762,1.6677,0,0,PAD,5,8.155537034
0.535,97517.96875,1.376678467,97507,2.318450928,1.6677,0,0,PAD,1,8.146108668
0.54,97518.13281,1.3621521,97528,0.515380859,1.6677,0,0,PAD,2,8.037305244
0.545,97518.10938,1.364227295,97517,1.459655762,1.6677,0,0,PAD,3,8.141339397
0.55,97518.14844,1.361114502,97521,1.116363525,1.6677,0,0,PAD,4,8.039972786
0.555,97518.125,1.363189697,97517,1.459655762,2.1582,0,0,PAD,5,8.155537034
0.56,97517.91406,1.381347656,97507,2.318450928,1.6677,0,0,PAD,1,8.146108668
0.565,97517.99219,1.374603271,97523,0.944213867,1.6677,0,0,PAD,2,8.037305244
0.57,97517.96875,1.376678467,97517,1.459655762,1.6677,0,0,PAD,3,8.141339397
0.575,97517.92969,1.37979126,97516,1.54574585,1.6677,0,0,PAD,4,8.034637701
0.58,97517.82031,1.389129639,97512,1.889038086,1.6677,0,0,PAD,5,8.158679823
0.585,97517.89844,1.382385254,97523,0.944213867,1.6677,0,0,PAD,1,8.142965879
0.59,97517.98438,1.37512207,97523,0.944213867,1.6677,0,0,PAD,2,8.034637701
0.595,97517.96094,1.377197266,97517,1.459655762,1.6677,0,0,PAD,3,8.141339397
0.6,97517.9375,1.379272461,97517,1.459655762,1.6677,0,0,PAD,4,8.034637701
0.605,97517.91406,1.381347656,97517,1.459655762,1.6677,0,0,PAD,5,8.158679823
0.61,97517.99219,1.374603271,97523,0.944213867,1.6677,0,0,PAD,1,8.142965879
0.615,97517.78906,1.391723633,97507,2.318450928,1.6677,0,0,PAD,2,8.034637701
0.62,97517.67969,1.401062012,97512,1.889038086,2.1582,0,0,PAD,3,8.136004312
0.625,97517.76563,1.393798828,97523,0.944213867,1.6677,0,0,PAD,4,8.023967532
0.63,97517.94531,1.378234863,97528,0.515380859,1.6677,0,0,PAD,5,8.155537034
0.635,97517.92969,1.37979126,97517,1.459655762,1.6677,0,0,PAD,1,8.149251457
0.64,97518.00781,1.373046875,97523,0.944213867,1.6677,0,0,PAD,2,8.050642956
0.645,97518.08594,1.36630249,97523,0.944213867,1.6677,0,0,PAD,3,8.136004312
0.65,97518.16406,1.359558105,97523,0.944213867,1.6677,0,0,PAD,4,8.023967532
0.655,97518.14063,1.361633301,97517,1.459655762,2.1582,0,0,PAD,5,8.155537034
0.66,97518.02344,1.372009277,97512,1.889038086,2.1582,0,0,PAD,1,8.149251457
0.665,97517.90625,1.381866455,97512,1.889038086,1.6677,0,0,PAD,2,8.050642956
0.67,97518.24219,1.352844238,97537,-0.257720947,1.6677,0,0,PAD,3,8.149342024
0.675,97518.21875,1.354919434,97517,1.459655762,1.6677,0,0,PAD,4,8.031970159
0.68,97518.29688,1.348175049,97523,0.944213867,1.6677,0,0,PAD,5,8.155537034
0.685,97518.17969,1.358520508,97512,1.889038086,1.6677,0,0,PAD,1,8.146108668
0.69,97518.14844,1.361114502,97517,1.459655762,1.6677,0,0,PAD,2,8.050642956
0.695,97518.125,1.363189697,97517,1.459655762,1.6677,0,0,PAD,3,8.149342024
0.7,97518.10156,1.365264893,97517,1.459655762,1.6677,0,0,PAD,4,8.031970159
0.705,97518.17969,1.358520508,97523,0.944213867,1.6677,0,0,PAD,5,8.155537034
0.71,97518.15625,1.360595703,97517,1.459655762,2.1582,0,0,PAD,1,8.146108668
0.715,97518.23438,1.353881836,97523,0.944213867,1.6677,0,0,PAD,2,8.034637701
0.72,97518.21094,1.355407715,97517,1.459655762,1.6677,0,0,PAD,3,8.141339397
0.725,97518.09375,1.365783691,97512,1.889038086,1.6677,0,0,PAD,4,8.029302616
0.73,97518.17188,1.359039307,97523,0.944213867,1.6677,0,0,PAD,5,8.158679823
0.735,97518.14844,1.361114502,97517,1.459655762,1.6677,0,0,PAD,1,8.146108668
0.74,97518.125,1.363189697,97517,1.459655762,1.6677,0,0,PAD,2,8.034637701
0.745,97518.20313,1.356445313,97523,0.944213867,1.6677,0,0,PAD,3,8.141339397
0.75,97518.17969,1.358520508,97517,1.459655762,1.6677,0,0,PAD,4,8.029302616
0.755,97518.25781,1.351806641,97523,0.944213867,1.6677,0,0,PAD,5,8.158679823
0.76,97518.23438,1.353881836,97517,1.459655762,1.6677,0,0,PAD,1,8.13982309
0.765,97518.27344,1.350250244,97521,1.116363525,1.6677,0,0,PAD,2,8.037305244
0.77,97518.53125,1.327941895,97533,0.086029053,1.6677,0,0,PAD,3,8.141339397
0.775,97518.60938,1.32119751,97523,0.944213867,1.6677,0,0,PAD,4,8.034637701
0.78,97518.64063,1.318603516,97521,1.116363525,1.6677,0,0,PAD,5,8.164965401
0.785,97518.71094,1.312896729,97523,0.944213867,1.6677,0,0,PAD,1,8.13982309
0.79,97518.58594,1.323272705,97512,1.889038086,2.1582,0,0,PAD,2,8.037305244
0.795,97518.55469,1.326385498,97517,1.459655762,1.6677,0,0,PAD,3,8.141339397
0.8,97518.80469,1.304595947,97533,0.086029053,1.6677,0,0,PAD,4,8.034637701
0.805,97518.6875,1.314971924,97512,1.889038086,1.6677,0,0,PAD,5,8.164965401
0.81,97518.5625,1.3253479,97512,1.889038086,1.6677,0,0,PAD,1,8.161822612
0.815,97518.63281,1.319641113,97523,0.944213867,1.6677,0,0,PAD,2,8.034637701
0.82,97518.60156,1.322235107,97517,1.459655762,1.6677,0,0,PAD,3,8.138671855
0.825,97518.47656,1.332611084,97512,1.889038086,1.6677,0,0,PAD,4,8.029302616
0.83,97518.44531,1.335723877,97517,1.459655762,1.6677,0,0,PAD,5,8.164965401
0.835,97518.32031,1.346099854,97512,1.889038086,1.6677,0,0,PAD,1,8.161822612
0.84,97518.28906,1.349212646,97517,1.459655762,1.6677,0,0,PAD,2,8.034637701
0.845,97518.35938,1.342987061,97523,0.944213867,1.6677,0,0,PAD,3,8.138671855
0.85,97518.33594,1.345062256,97517,1.459655762,2.1582,0,0,PAD,4,8.029302616
0.855,97518.30469,1.34765625,97517,1.459655762,1.6677,0,0,PAD,5,8.164965401
0.86,97518.1875,1.35748291,97512,1.889038086,1.6677,0,0,PAD,1,8.149251457
0.865,97518.35156,1.343505859,97528,0.515380859,1.6677,0,0,PAD,2,8.031970159
0.87,97518.60938,1.32119751,97533,0.086029053,1.6677,0,0,PAD,3,8.138671855
0.875,97518.57813,1.324310303,97517,1.459655762,1.6677,0,0,PAD,4,8.029302616
0.88,97518.64844,1.318084717,97523,0.944213867,2.1582,0,0,PAD,5,8.164965401
0.885,97518.52344,1.328979492,97512,1.889038086,2.1582,0,0,PAD,1,8.149251457
0.89,97518.59375,1.322753906,97523,0.944213867,2.1582,0,0,PAD,2,8.031970159
0.895,97518.5625,1.3253479,97517,1.459655762,1.6677,0,0,PAD,3,8.138671855
0.9,97518.4375,1.336242676,97512,1.889038086,1.6677,0,0,PAD,4,8.026635074
0.905,97518.50781,1.33001709,97523,0.944213867,1.6677,0,0,PAD,5,8.158679823
0.91,97518.47656,1.332611084,97517,1.459655762,1.6677,0,0,PAD,1,8.158679823
0.915,97518.35156,1.343505859,97512,1.889038086,1.6677,0,0,PAD,2,8.029302616
0.92,97518.32031,1.346099854,97517,1.459655762,1.6677,0,0,PAD,3,8.138671855
0.925,97518.39063,1.340393066,97523,0.944213867,2.1582,0,0,PAD,4,8.026635074
0.93,97518.35938,1.342987061,97517,1.459655762,1.6677,0,0,PAD,5,8.158679823
0.935,97518.48438,1.332092285,97526,0.687011719,1.6677,0,0,PAD,1,8.158679823
0.94,97518.55469,1.326385498,97523,0.944213867,1.6677,0,0,PAD,2,8.029302616
0.945,97518.52344,1.328979492,97517,1.459655762,1.6677,0,0,PAD,3,8.138671855
0.95,97518.49219,1.331573486,97517,1.459655762,1.6677,0,0,PAD,4,8.026635074
0.955,97518.5625,1.3253479,97523,0.944213867,1.6677,0,0,PAD,5,8.161822612
0.96,97518.63281,1.319641113,97523,0.944213867,1.6677,0,0,PAD,1,8.158679823
0.965,97518.60938,1.32119751,97517,1.459655762,1.6677,0,0,PAD,2,8.031970159
0.97,97518.57813,1.324310303,97517,1.459655762,2.1582,0,0,PAD,3,8.138671855
0.975,97518.45313,1.334686279,97512,1.889038086,3.2373,0,0,PAD,4,8.026635074
0.98,97518.52344,1.328979492,97523,0.944213867,3.2373,0,0,PAD,5,8.161822612
0.985,97518.6875,1.314971924,97528,0.515380859,21.7782,0,0,PAD,1,8.158679823
0.99,97518.76563,1.308227539,97523,0.944213867,31.5882,0,0,PAD,2,8.031970159
0.995,97521.25,1.094573975,97655,-10.38299561,34.9236,0,0,PAD,3,8.13333677
1,97522.09375,1.022521973,97565,-2.66116333,43.5564,0,0,PAD,4,8.026635074
1.005,97522.89844,0.953033447,97565,-2.66116333,55.0341,0,0,PAD,5,8.158679823
1.01,97522.64063,0.975311279,97507,2.318450928,68.67,0,0,PAD,1,8.13982309
1.015,97523.23438,0.924499512,97555,-1.802703857,76.3218,0,0,PAD,2,8.031970159
1.02,97523.4375,0.906860352,97533,0.086029053,82.3059,0,0,PAD,3,8.13333677
1.025,97523.92188,0.865386963,97549,-1.287902832,85.5432,0,0,PAD,4,8.026635074
1.03,97523.35938,0.913604736,97491,3.692352295,86.6223,0,0,PAD,5,8.158679823
1.035,97523.16406,0.930206299,97512,1.889038086,86.6223,0,0,PAD,1,8.13982309
1.04,97522.21094,1.012145996,97470,5.496002197,87.2109,0,0,PAD,2,8.034637701
1.045,97521.72656,1.053619385,97496,3.262908936,86.1318,0,0,PAD,3,8.144006939
1.05,97521.46094,1.076446533,97507,2.318450928,86.6223,0,0,PAD,4,8.023967532
1.055,97520.53125,1.156280518,97470,5.496002197,87.2109,0,0,PAD,5,8.164965401
1.06,97519.86719,1.213348389,97485,4.207427979,88.29,0,0,PAD,1,8.149251457
1.065,97519.42188,1.251708984,97496,3.262908936,87.7014,0,0,PAD,2,8.034637701
1.07,97519.76563,1.222137451,97539,-0.429351807,87.2109,0,0,PAD,3,8.144006939
1.075,97519.82813,1.21697998,97523,0.944213867,86.1318,0,0,PAD,4,8.023967532
1.08,97519.60156,1.23614502,97507,2.318450928,87.2109,0,0,PAD,5,8.164965401
1.085,97519.17188,1.272979736,97496,3.262908936,86.1318,0.43050535,2,G-START,1,8.149251457
1.09,97518.54688,1.326904297,97485,4.207427979,86.6223,0.863462325,0,PAD,2,8.029302616
1.095,97518.0625,1.368377686,97493,3.520690918,87.2109,1.29936125,0,PAD,3,8.138671855
1.1,97517.9375,1.379272461,97512,1.889038086,86.6223,1.732318225,0,PAD,4,8.026635074
1.105,97518.39844,1.339355469,97544,-0.858642578,87.2109,2.16821715,0,PAD,5,8.146108668
1.11,97517.99219,1.374603271,97496,3.262908936,86.6223,2.601174125,0,PAD,1,8.142965879
1.115,97517.19531,1.443054199,97475,5.066436768,88.8786,3.045408575,0,PAD,2,8.029302616
1.12,97516.57813,1.495941162,97485,4.207427979,88.29,3.486701075,0,PAD,3,8.138671855
1.125,97516.75781,1.480407715,97528,0.515380859,87.7014,3.925051625,0,PAD,4,8.026635074
1.13,97516.40625,1.510467529,97498,3.091217041,86.1318,4.355556975,0,PAD,5,8.146108668
1.135,97516.34375,1.516174316,97514,1.717376709,86.6223,4.78851395,0,PAD,1,8.142965879
1.14,97515.28125,1.607452393,97459,6.441253662,88.29,5.22980645,0,PAD,2,8.031970159
1.145,97515.59375,1.580474854,97535,-0.085571289,87.7014,5.668157,0,PAD,3,8.136004312
1.15,97515.02344,1.629241943,97485,4.207427979,85.5432,6.0957204,0,PAD,4,8.026635074
1.155,97514.64844,1.661376953,97496,3.262908936,87.2109,6.531619325,0,PAD,5,8.152394245
1.16,97515.0625,1.62612915,97539,-0.429351807,86.6223,6.9645763,0,PAD,1,8.142965879
1.165,97514.60938,1.665008545,97491,3.692352295,88.8786,7.40881075,0,PAD,2,8.031970159
1.17,97513.85156,1.729827881,97475,5.066436768,87.2109,7.844709675,0,PAD,3,8.136004312
1.175,97513.28125,1.77911377,97485,4.207427979,87.2109,8.2806086,0,PAD,4,8.026635074
1.18,97513.41406,1.767700195,97523,0.944213867,91.0368,8.7356302,0,PAD,5,8.152394245
1.185,97512.82031,1.818511963,97482,4.465240479,87.7014,9.17398075,0,PAD,1,8.146108668
1.19,97511.71875,1.912902832,97455,6.784698486,87.2109,9.609879675,0,PAD,2,8.026635074
1.195,97511.36719,1.943511963,97496,3.262908936,89.9577,10.0595077,0,PAD,3,8.128001685
1.2,97510.83594,1.989135742,97485,4.207427979,88.29,10.5008002,0,PAD,4,8.023967532
1.205,97509.54688,2.099609375,97443,7.815704346,87.2109,10.93669913,0,PAD,5,8.146108668
1.21,97509.42969,2.109436035,97507,2.318450928,89.3691,11.3833852,0,PAD,1,8.146108668
1.215,97509.45313,2.107879639,97514,1.717376709,89.9577,11.83301323,0,PAD,2,8.026635074
1.22,97508.8125,2.162872314,97477,4.894744873,90.4482,12.28509288,0,PAD,3,8.128001685
1.225,97508.54688,2.185699463,97498,3.091217041,89.9577,12.7347209,0,PAD,4,8.023967532
1.23,97507.875,2.243255615,97475,5.066436768,90.4482,13.18680055,31,G-APO-ENABLE,5,8.146108668
1.235,97506.91406,2.325714111,97459,6.441253662,88.29,13.62809305,0,PAD,1,8.152394245
1.24,97505.375,2.457946777,97427,9.190338135,89.9577,14.07772108,0,PAD,2,8.026635074
1.245,97504.42969,2.538879395,97459,6.441253662,90.4482,14.52980073,0,PAD,3,8.138671855
1.25,97503.71875,2.600067139,97471,5.410400391,90.4482,14.98188038,0,PAD,4,8.018632447
1.255,97503.42969,2.624969482,97493,3.520690918,92.1159,15.44229555,0,PAD,5,8.146108668
1.26,97503.23438,2.641540527,97498,3.091217041,88.8786,15.88653,0,PAD,1,8.152394245
1.265,97503.21875,2.643096924,97508,2.23236084,92.1159,16.34694518,0,PAD,2,8.026635074
1.27,97502.25,2.726104736,97455,6.784698486,89.3691,16.79363125,0,PAD,3,8.138671855
1.275,97501.97656,2.749938965,97493,3.520690918,90.4482,17.2457109,0,PAD,4,8.018632447
1.28,97501.125,2.8230896,97461,6.268981934,91.5273,17.70318413,0,PAD,5,8.155537034
1.285,97500.28125,2.895172119,97461,6.268981934,88.8786,18.14741858,0,PAD,1,8.149251457
1.29,97499.53906,2.958953857,97466,5.839416504,91.5273,18.6048918,0,PAD,2,8.023967532
1.295,97499.57031,2.956359863,97508,2.23236084,91.0368,19.0599134,0,PAD,3,8.13333677
1.3,97498.07031,3.084991455,97423,9.533905029,90.4482,19.51199305,0,PAD,4,8.018632447
1.305,97496.67188,3.205322266,97429,9.018554688,91.0368,19.96701465,0,PAD,5,8.155537034
1.31,97496.0625,3.257720947,97471,5.410400391,91.5273,20.42448788,0,PAD,1,8.149251457
1.315,97495.44531,3.31060791,97470,5.496002197,92.1159,20.88490305,0,PAD,2,8.023967532
1.32,97494.67969,3.376495361,97461,6.268981934,91.5273,21.34237628,0,PAD,3,8.13333677
1.325,97493.91406,3.441833496,97461,6.268981934,91.5273,21.7998495,0,PAD,4,7.997292108
1.33,97493.05469,3.516021729,97455,6.784698486,92.6064,22.2627163,0,PAD,5,8.149251457
1.335,97492.40625,3.571502686,97466,5.839416504,92.6064,22.7255831,0,PAD,1,8.114680779
1.34,97491.67969,3.633758545,97461,6.268981934,92.1159,23.18599828,0,PAD,2,8.023967532
1.345,97490.75781,3.713104248,97450,7.214324951,91.5273,23.6434715,0,PAD,3,8.13333677
1.35,97489.55469,3.816314697,97434,8.588867188,92.1159,24.10388668,0,PAD,4,7.997292108
1.355,97489.03906,3.860931396,97471,5.410400391,92.1159,24.56430185,0,PAD,5,8.149251457
1.36,97487.85938,3.96206665,97434,8.588867188,91.5273,25.02177508,0,PAD,1,8.114680779
1.365,97487.17969,4.020690918,97461,6.268981934,90.4482,25.47385473,0,PAD,2,8.023967532
1.37,97486.3125,4.09487915,97450,7.214324951,91.5273,25.93132795,0,PAD,3,8.13333677
1.375,97485.07813,4.201202393,97429,9.018554688,92.1159,26.39174313,0,PAD,4,8.018632447
1.38,97483.85156,4.306488037,97429,9.018554688,91.5273,26.84921635,0,PAD,5,8.16810819
1.385,97482.92969,4.385345459,97445,7.643951416,91.0368,27.30423795,0,PAD,1,8.152394245
1.39,97482.02344,4.463165283,97445,7.643951416,91.0368,27.75925955,0,PAD,2,8.026635074
1.395,97480.64063,4.581939697,97418,9.963623047,92.1159,28.21967473,0,PAD,3,8.13333677
1.4,97479.75781,4.657684326,97445,7.643951416,91.5273,28.67714795,0,PAD,4,8.018632447
1.405,97478.60156,4.757263184,97429,9.018554688,90.4482,29.1292276,0,PAD,5,8.16810819
1.41,97477.34375,4.86517334,97423,9.533905029,91.0368,29.5842492,0,PAD,1,8.152394245
1.415,97476.39844,4.946624756,97439,8.159210205,91.0368,30.0392708,0,PAD,2,8.026635074
1.42,97475.17969,5.051422119,97423,9.533905029,91.0368,30.4942924,0,PAD,3,8.136004312
1.425,97473.42188,5.202362061,97393,12.11251831,90.4482,30.94637205,0,PAD,4,8.018632447
1.43,97471.95313,5.328430176,97408,10.82312012,90.4482,31.3984517,0,PAD,5,8.152394245
1.435,97470.78125,5.429077148,97423,9.533905029,90.4482,31.85053135,0,PAD,1,8.146108668
1.44,97469.53906,5.535430908,97418,9.963623047,91.0368,32.30555295,0,PAD,2,8.026635074
1.445,97467.67188,5.696228027,97383,12.97167969,90.4482,32.7576326,0,PAD,3,8.136004312
1.45,97466.36719,5.808288574,97413,10.39337158,90.4482,33.20971225,0,PAD,4,8.018632447
1.455,97465,5.925537109,97408,10.82312012,91.0368,33.66473385,0,PAD,5,8.152394245
1.46,97463.44531,6.058868408,97397,11.76834106,91.0368,34.11975545,0,PAD,1,8.146108668
1.465,97461.74219,6.205169678,97388,12.5423584,91.0368,34.57477705,0,PAD,2,8.037305244
1.47,97460.13281,6.343719482,97392,12.19818115,91.0368,35.02979865,0,PAD,3,8.130669227
1.475,97458.1875,6.510772705,97372,13.91760254,90.4482,35.4818783,0,PAD,4,8.023967532
