START
t[ms],		ax,	ay,	az,	gx,	gy,	gz,	mx,	my,	mz,	pres[hPa],	delta_p
403595668,	-184,	-4116,	209,	42,	-138,	-44,	136,	87,	204,	97530.66,	1666
403609884,	-258,	-4071,	-280,	22,	-51,	-52,	137,	87,	207,	97532.27,	1669
403622476,	-95,	-4154,	14,	-14,	63,	-58,	136,	88,	203,	97532.27,	1666
403634884,	-40,	-4152,	199,	-48,	26,	-48,	134,	86,	204,	97532.27,	1669
403690532,	-46,	-4209,	219,	3,	-3,	8,	134,	88,	205,	97533.39,	1669
403702776,	-134,	-4090,	91,	3,	9,	12,	135,	87,	203,	97533.39,	1671
403715132,	-36,	-4031,	-112,	-21,	-22,	26,	135,	88,	204,	97533.42,	1669
403729228,	-80,	-4077,	-100,	-61,	-33,	24,	136,	86,	204,	97533.42,	1671
403741840,	-143,	-4103,	74,	-82,	2,	29,	135,	88,	204,	97533.42,	1671
403754232,	-125,	-4118,	-60,	-74,	-23,	29,	137,	86,	203,	97525.91,	1669
403768252,	-89,	-4201,	-169,	-65,	-37,	4,	136,	87,	203,	97525.91,	1669
403822676,	87,	-4133,	-190,	-16,	-4,	-64,	133,	87,	204,	97528.69,	1669
403835200,	8,	-4140,	28,	38,	-34,	-38,	135,	88,	202,	97528.69,	1666
403849032,	76,	-4137,	158,	31,	45,	-21,	133,	88,	204,	97528.52,	1666
403861284,	-88,	-4039,	-295,	38,	-14,	5,	135,	86,	203,	97534.59,	1669
403873608,	-30,	-4147,	-18,	39,	-1,	36,	135,	84,	203,	97534.59,	1669
403887424,	-22,	-4074,	223,	41,	12,	46,	134,	88,	205,	97532.96,	1669
403899728,	-18,	-4074,	53,	58,	1,	52,	133,	86,	205,	97532.96,	1669
403955104,	-88,	-4154,	119,	19,	-27,	5,	134,	87,	203,	97528.52,	1666
403969096,	-7,	-4055,	-83,	14,	9,	23,	135,	87,	203,	97528.52,	1666
